1.293120045268865981e-01,1.293120045268865981e-01,7.381941330662307177e-01
2.990131193785732777e-01,2.837032794586371587e-01,6.067667611285705309e-01
5.043871063111393660e-01,4.262568675980529243e-01,5.178804438428508128e-01
7.216047050357835557e-01,5.500167755016203142e-01,5.313063005708664743e-01
9.371411940493689086e-01,6.766817742333006702e-01,4.471933392815448660e-01
1.162557282765552813e+00,7.847909179164209714e-01,4.622239002114838513e-01
1.386323029323918821e+00,8.962758526259013703e-01,5.674434827321493957e-01
1.597142479591885156e+00,1.030645340935980148e+00,4.164270715490610564e-01
1.824306892072956376e+00,1.131118772145478957e+00,6.209046377984184240e-01
2.027645016407742862e+00,1.276561569120822304e+00,6.833159729232052282e-01
2.221515863148992409e+00,1.434403562214646488e+00,7.225942591337675136e-01
2.398461368423599360e+00,1.590410798963593164e+00,8.625642121204617485e-01
2.556565677496197342e+00,1.775013033618842773e+00,9.654459306199421054e-01
2.698828238227776843e+00,1.980588722390870693e+00,1.086152303227195137e+00
2.800525273532843418e+00,2.173735245044469799e+00,1.111951187186362322e+00
2.910629532762948113e+00,2.396613286305387280e+00,9.985439820239960795e-01
3.012622586374592348e+00,2.554950504147765145e+00,9.382691613065647918e-01
3.148826804844026217e+00,2.740769890511808526e+00,8.673066617664304534e-01
3.309668967398897710e+00,2.930381567882544669e+00,9.668685857206705814e-01
3.435248858143360007e+00,3.112402917735796137e+00,9.166736240477104669e-01
3.463641018510929648e+00,3.149433104354702806e+00,9.505208098780244530e-01
3.563628195063341497e+00,3.289407447640420479e+00,1.014988253894576697e+00
3.611019598485305959e+00,3.365706726899365009e+00,1.041393827966391905e+00
3.647247753183450403e+00,3.427623059722686438e+00,1.064049567199800927e+00
3.698850610645507686e+00,3.520585212310523904e+00,1.157125165937486821e+00
3.709980853736228656e+00,3.545938676131004108e+00,1.224978998580738221e+00
3.711940387035554068e+00,3.551377356942975627e+00,1.422978139750072923e+00
3.721694343947140382e+00,3.616882227355810109e+00,1.289411382607813294e+00
3.734707268498130617e+00,3.661901175998038660e+00,1.278741394307335133e+00
3.777607820021832374e+00,3.804592856197570594e+00,1.285522928570066004e+00
3.784810374167918656e+00,3.829152111983979090e+00,1.371655343001841221e+00
3.774304780394182046e+00,3.777096773481128267e+00,1.313865623641606861e+00
3.778856860814928442e+00,3.794422342886189625e+00,1.428656376954243301e+00
3.777216975409734001e+00,3.782963027262822298e+00,1.483031376783257915e+00
3.785342040021584253e+00,3.875302762907296916e+00,1.456092455635164651e+00
3.795678638866717414e+00,3.965022718536896917e+00,1.345684706856048019e+00
3.796496970757017753e+00,3.968596331971464775e+00,1.299250572461411624e+00
3.787339749847955073e+00,3.935706732768650351e+00,1.237789200361309794e+00
3.799622219907580867e+00,3.971216667531296096e+00,1.446842536947599012e+00
